08月28日 20:40	YANZiKAii	妈的怎么全是昆山海龙哥？佛了 ​
09月02日 20:45	唐宫力亲金47669	【“昆山反杀”细节：案件定性后于海明说3个“感谢”】原标题:焦点 | “昆山反杀案”更多细节还原，案件定性后于海明连说三个“感谢” 9月1日，昆山警方就 （分享自 @凤凰网） O“昆山反杀”细节：案件定性后于海明说3个“感谢” ​
09月02日 20:45	苏州微生活	【“骑车男”已出院 就职酒店：出事期间照发工资】#昆山震川路砍人# 案的电动车主于海明目前已经出院。事发前，他在昆城一品酒店工作。酒店方称，并未收到于海明辞职消息，他的职位也还保留着。对于有知情人士称“酒店老板曾放话于海明判几年，工资照发几年”的说法，该经理也给予了证实。 ​ 展开全文c
09月02日 20:44	可乐青檬	【昆山反杀案电动车男已出院 就职酒店：出事期间照发工资】昆山事件电动车主于海明目前已经出院。事发前，他在昆城一品酒店工作。酒店方称，并未收到于海明辞职消息，他的职位也还保留着。对于有知情人士称“酒店老板曾放话于海明判几年，工资照发几年”的说法，该经理也给予了证实。 ​ 展开全文c
09月02日 20:43	西北清风--1971	【解读昆山警方关于于海明致刘海龙死亡案通报。你想知道...】江宁公安在线9月1日下午，随着昆山警方一篇非常详细的警方通报，备受关注的昆山电动车主“反杀”宝马男事件终于尘埃落定：于海... 原文：O解读昆山警方关于于海明致刘海龙死亡案通报。你想知道的，都在这里 （分享自@微博搜索） ​
09月02日 20:42	平安江北	#以案析法##追砍电动车主遭反杀#【昆山警方认定于海明属于正当防卫，关键证人讲述案发全过程】央视#今日说法#记者分别采访了与刘海龙同车的刘强强和与于海明同伴的小柯（化名），双方讲述了案发全过程。LCCTV今日说法的秒拍视频 ​​​
09月02日 20:41	长安弘益	网络不是法外之地，造谣者迟早会被处理！【一男子造谣向于海明家庭资助30万 被微博永久禁言】近日，“昆山男子砍人反被杀”案件引发关注。账号@李嘉臣 发布微博并配转账截图称“骑车者于海明家庭困难，已向其哥哥资助30万供孩子看病”。据@新京报 采访报道证实此为假消息，于海明的哥哥从未接受别人的 ​ 展开全文c
09月02日 20:40	丹尼斯999	我正在看【“已经做好牺牲的准备” 民警黄其焕的生死5小时】，分享给你，一起看吧！ 当全国上下都在关注明星偷漏税、滴滴杀人、昆山龙哥的时候，请别忘了，还有一些人，在拿自己的生命，默默的为社会的安宁付出奉献着！我们更应该为他们点赞 O网页链接 ​
09月02日 20:39	马鞍山反邪教	#昆山事件属正当防卫#【权威解释“正当防卫”、“特殊防卫”和“防卫过当” 一听就明白】1日，警方通报“昆山砍人案”中于海明行为属于“正当防卫”，不负刑事责任。昆山市人民检察院副检察长宫为所解释此案属于“正当防卫”中的“特殊防卫”，什么是“特殊防卫”？如何认定“防卫过当”？ ​ 展开全文c
09月02日 20:38	一触機嘙	昆山案撤销！点赞👍公安、检察机关对此案的正确处理！热烈祝贺盈科律师！也祝龙哥一路走好，来生做个好人！ ​
09月02日 20:38	优格666	【独家！于海明正在办理相关手续：我身体状况挺好的，感谢警方】9月1日，昆山事件属正当防卫。#今日说法# 记者高巍在江苏昆山见到了案件的关键证人：刘海龙同车的刘强强和于海明同伴小柯（化名），他们回忆了案发全过程。中国政法大学教授曲新久也对此案进行了解读@超搞笑集中营 2吉林 · 东城街区 ​
09月02日 20:37	法治当涂	【为什么认定“昆山砍人案”骑车男是正当防卫？检察机关发声详解！】9月1日，昆山市公安局和检察院相继通报，认定“昆山砍人案”骑车男于海明的行为属于正当防卫。检察机关认为：①刘海龙挑起事端、过错在先；②于海明正面临严重危及人身安全的现实危险；③于海明抢刀反击的行为属于情急下的正常 ​ 展开全文c
09月02日 20:37	西岐人郭靖	【“昆山反杀”细节：案件定性后于海明说3个“感谢”】原标题:焦点 | “昆山反杀案”更多细节还原，案件定性后于海明连说三个“感谢” 9月1日，昆山警方就 （分享自 @凤凰网） O“昆山反杀”细节：案件定性后于海明说3个“感谢” ​
09月02日 20:37	新浪江苏	【骑车男哥哥受资助30万？当事人：没这回事】网友@李嘉臣 称，#昆山震川路砍人#案骑车者于海明家庭困难，已向其哥哥资助30万供孩子看病，还晒出转账电子回执。经@937江苏新闻广播 采访报道证实为假消息，于海明的哥哥从未接受别人的资助。 ​
09月02日 20:36	超级慢来了	我正在看【昆山龙哥走了, 留给社会一个思考: 如何让老实人不吃亏?】，分享给你，一起看吧！ O网页链接 ​
09月02日 20:35	常德网警巡查执法	#以案析法##追砍电动车主遭反杀#【昆山警方认定于海明属于正当防卫，关键证人讲述案发全过程】央视#今日说法#记者分别采访了与刘海龙同车的刘强强和与于海明同伴的小柯（化名），双方讲述了案发全过程。LCCTV今日说法的秒拍视频 ​​​
09月02日 20:34	571010yu6527808061	警方通报“昆山砍人案”：于海明的行为属于正当防卫 ​
09月02日 20:32	仙桃王义	秒赞公益纸巾【知情人爆昆山“龙哥”劣迹：放高利贷收保护费大家都怕他】8月27日，昆山，男子被“反杀”事件后。电动车主于海明属于正当防卫，不负刑事责任。司法判决显示，死者刘海龙至少5次被捕。一位知情人透露：“刘海龙就是个小混混，营生主要是赌博、高利贷、保护费之类的，这边的人都很 ​ 展开全文c
09月02日 20:31	厦门晚报	【权威解释“正当防卫”、“特殊防卫”和“防卫过当” 一听就明白】1日，警方通报“昆山砍人案”中于海明行为属于“正当防卫”，不负刑事责任。昆山市人民检察院副检察长宫为所解释此案属于“正当防卫”中的“特殊防卫”，什么是“特殊防卫”？如何认定“防卫过当”？@央视新闻 L央视新闻的微博视频 ​
09月02日 20:29	郭兄漫谈	【骑车男哥哥受资助30万？当事人：没这回事】网友“李嘉臣”称，昆山砍人案骑车者于海明家庭困难，已向其哥哥于林（化名）资助30万供孩子看病，还晒出了转账电子回执。但于林向记者表示，这几天曾有人提出要资助，但他都没答应。他说从未接受别人的资助。 ​
09月02日 20:29	小桔灯-幸福里	昆山龙哥事件解析 ​
09月02日 20:28	钟鼎文无声	“一条古时水，向我手心流。临行泻赠君，勿薄细碎仇。”：写这个诗的人，是一个唐代叫刘叉的诗人，名字怪异，鲜有人知。很有侠客风，一个姚秀才送他宝剑的时候，就告诉他别因小事而杀人，毕竟是读书人都明白。不像昆山龙哥，一言不合拔刀相向，刀砍刀落，为人所得，刀下为鬼，流年犯太岁三刑加身，卒。 ​
09月02日 20:28	用户5658652371	[“白衣反杀哥”于海明已出院 就职酒店：出事期间照发工资]9月1日，昆山警方与检方相继发布通告，以“白衣夺刀哥”于海明的行为属于正当防卫、不负刑责为由，作出撤销案件决定。于海明目前 O网页链接 ​
09月02日 20:25	wjzsb	昆山反杀案细节还原：定性后于海明连说3个感谢 O昆山反杀案细节还原：定性后于海明连说3个感谢 ​
09月02日 20:23	精图学院	#精图学院# #昆山龙哥# #宝马男被砍事件# 江苏宝马男龙哥被反杀事件，骑车者属正当防卫 O网页链接 ​
09月02日 20:22	心碎表白	“昆山反杀案”于海明属正当防卫-事实新闻 - O“昆山反杀案”于海明属正当防卫-事实新闻 - ​
09月02日 20:21	·李小龙	这篇文章写的很有意思，绥化丐帮少帮主伟哥看后表示，混社会身上纹那么多“海鲜”没有用，又不是开海鲜大排档，纹一个“龙虾”就够了，这个昆山龙哥一看就不是社会大哥，哪有社会大哥亲自砍人的，都是出事了小弟先解决，小弟解决不了就解决小弟，大哥是不会亲自动手砍人的。这龙哥死的也算是生的伟大， ​ 展开全文c
09月02日 20:20	清清河水桥下流	昆山龙哥被反杀的案子，激起了网民武力反抗的欲望。我们看顺着他们的欲望会发生什么？案子的本质是什么？不是暴力抢劫，不是仇杀，是无杀人动机的、甚至无犯罪动机的民事纠纷，强调一下，案子本质不是反抗暴力犯罪。法律本质又是什么？是保护强者的还是弱者的？那么，可以知道，如果案子可以无罪，我 ​ 展开全文c
09月02日 20:18	方广袁卫东	法治的划时代一一昆山"反杀"事件断想这些日子反杀这个新词铺天盖地随着昆山事件的定案中国的法治进入了具有划时代意义的新时期感谢"龙哥”你跌跌撞撞扑进了草丛却引发了关于防卫过程中正当与过当的全民论题此刻邪恶与正义究竟谁能握住真理让全社会陷入了沉思感谢白衣骑士当自行 ​ 展开全文c
09月02日 20:17	937江苏新闻广播	【反转！于海明哥哥否认收到30万捐款】昆山宝马男砍人被反杀案备受关注。近日，有网友发布微博称向当事人于海明的哥哥的银行卡里转了30万元，用于给于海明的儿子治病，并且上传了转账截图。对此，于明海的哥哥于先生接受记者采访时辟谣说，这是无中生有的事。据网友的转账截图显示，其转给于海明哥哥的 ​ 展开全文c
09月02日 20:16	群众V	【“反杀哥”于海明已出院 就职酒店：出事期间照发工资】北京晨报 昆山“反杀”案仍在持续引发关注。9月1日，昆山警方与检方相继发布通告，以“白衣夺刀哥”于海明的行为属于正当防卫、不负刑事责任为由对该案作出撤销案件决定。封面新闻记者从知情者处获悉，于海明目前已经出院，正在办理相关手续 ​ 展开全文c
09月02日 20:15	我是你霸霸我真伟大	#昆山旅行#一派胡言，昆山警方都发公告了，龙哥没有任何黑涩会背景。龙哥就是在一个企业打工的。苏州昆山根本就没有黑涩会，大家都安居乐业的。根本没有高利贷，大家都不缺钱，谁还去借钱。在苏州的人都很友好，有什么都喜欢沟通，昨天我骑车被一辆X6别了，对方下来留给我看他新买的西瓜刀，还给我比划 ​ 展开全文c
